customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureSegment,ChargeSegment,CustomerSegment,SegmentCustomerCount,SegmentChurnRate,RiskLevel,HighValueCustomer,SegmentChurnRatePercentage
3292-PBZEJ,Male,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.4,1183.05,0,0-12 Months,High,0-12 Months | High | Month-to-month,214,0.7710280373831776,High Risk,True,77.1
8161-QYMTT,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.1,701.3,0,0-12 Months,High,0-12 Months | High | Month-to-month,214,0.7710280373831776,High Risk,True,77.1
8087-LGYHQ,Male,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.05,811.65,0,0-12 Months,High,0-12 Months | High | Month-to-month,214,0.7710280373831776,High Risk,True,77.1
6137-NICCO,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,94.05,518.75,0,0-12 Months,High,0-12 Months | High | Month-to-month,214,0.7710280373831776,High Risk,True,77.1
5141-ZUVBH,Female,0,No,Yes,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),93.0,870.25,0,0-12 Months,High,0-12 Months | High | Month-to-month,214,0.7710280373831776,High Risk,True,77.1
3318-NMQXL,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.0,266.8,0,0-12 Months,High,0-12 Months | High | Month-to-month,214,0.7710280373831776,High Risk,True,77.1
4927-WWOOZ,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.45,171.45,0,0-12 Months,High,0-12 Months | High | Month-to-month,214,0.7710280373831776,High Risk,True,77.1
5091-HFAZW,Female,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.15,168.5,0,0-12 Months,High,0-12 Months | High | Month-to-month,214,0.7710280373831776,High Risk,True,77.1
6818-DJXAA,Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.1,964.35,0,0-12 Months,High,0-12 Months | High | Month-to-month,214,0.7710280373831776,High Risk,True,77.1
4137-BTIKL,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,90.75,174.75,0,0-12 Months,High,0-12 Months | High | Month-to-month,214,0.7710280373831776,High Risk,True,77.1
8622-ZLFKO,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.75,512.25,0,0-12 Months,High,0-12 Months | High | Month-to-month,214,0.7710280373831776,High Risk,True,77.1
0432-CAJZV,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,90.7,237.65,0,0-12 Months,High,0-12 Months | High | Month-to-month,214,0.7710280373831776,High Risk,True,77.1
5339-PXDVH,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,90.65,367.95,0,0-12 Months,High,0-12 Months | High | Month-to-month,214,0.7710280373831776,High Risk,True,77.1
7928-VJYAB,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,1020.2,0,0-12 Months,High,0-12 Months | High | Month-to-month,214,0.7710280373831776,High Risk,True,77.1
8266-VBFQL,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.4,356.65,0,0-12 Months,High,0-12 Months | High | Month-to-month,214,0.7710280373831776,High Risk,True,77.1
0258-NOKBL,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.4,268.45,0,0-12 Months,High,0-12 Months | High | Month-to-month,214,0.7710280373831776,High Risk,True,77.1
0139-IVFJG,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,90.35,190.5,0,0-12 Months,High,0-12 Months | High | Month-to-month,214,0.7710280373831776,High Risk,True,77.1
8212-DJRCH,Male,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.35,434.5,0,0-12 Months,High,0-12 Months | High | Month-to-month,214,0.7710280373831776,High Risk,True,77.1
4813-HQMGZ,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.25,743.75,0,0-12 Months,High,0-12 Months | High | Month-to-month,214,0.7710280373831776,High Risk,True,77.1
1941-HOSAM,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.1,90.1,0,0-12 Months,High,0-12 Months | High | Month-to-month,214,0.7710280373831776,High Risk,True,77.1
6969-MVBAI,Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,816.8,0,0-12 Months,High,0-12 Months | High | Month-to-month,214,0.7710280373831776,High Risk,True,77.1
3071-VBYPO,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,0,0-12 Months,Medium-High,0-12 Months | Medium-High | Month-to-month,598,0.6739130434782609,High Risk,True,67.39
7952-OBOYL,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,89.85,244.45,0,0-12 Months,Medium-High,0-12 Months | Medium-High | Month-to-month,598,0.6739130434782609,High Risk,True,67.39
0771-WLCLA,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,112.95,1882.55,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
4329-YPDDQ,Male,0,No,No,20,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.2,2203.7,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
4716-HHKQH,Male,1,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,107.05,2172.05,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
6591-QGOYB,Male,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.65,1672.1,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
5947-SGKCL,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
3197-ARFOY,Female,1,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.0,2007.25,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
9927-DSWDF,Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.6,2180.55,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
5995-SNNEW,Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,2184.85,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
5956-YHHRX,Male,1,No,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.35,2271.85,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
8313-NDOIA,Female,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.15,2494.65,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
7181-OQCUT,Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,103.85,2215.0,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
9129-UXERG,Female,1,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.6,1806.35,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
4298-OYIFC,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.45,1539.8,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
0365-BZUWY,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.55,1742.5,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
3629-ZNKXA,Male,1,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.8,1752.45,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
8903-WMRNW,Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.75,1669.4,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
6693-FRIRW,Male,0,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.3,1794.65,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
7315-WYOAW,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.75,1313.25,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
0265-PSUAE,Female,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.7,1522.7,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
7392-YYPYJ,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.65,2415.95,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
9094-AZPHK,Female,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.15,1415.0,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
4686-UXDML,Female,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.85,1992.55,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
6215-NQCPY,Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,1566.75,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
0447-RXSGD,Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.65,2404.85,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
2227-JRSJX,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.15,1956.4,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
9133-AYJZG,Female,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.7,2249.1,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
3211-AAPKX,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,98.55,2031.95,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
3644-QXEHN,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,97.0,1334.45,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
3323-CPBWR,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.9,2085.45,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
9290-SHCMB,Female,1,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.85,1235.55,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
0480-BIXDE,Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,1743.05,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
9909-IDLEK,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,96.8,1826.7,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
2604-IJPDU,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
5937-EORGB,Male,1,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,96.5,1392.25,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
4647-MUZON,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.95,1745.5,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
6234-PFPXL,Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.9,2234.95,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
0916-QOFDP,Female,1,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.8,1346.3,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
2507-QZPQS,Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,95.7,1451.1,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
3853-LYGAM,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,1640.0,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
3320-VEOYC,Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,1273.3,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
0564-MUUQK,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.5,1916.2,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
9279-CJEOJ,Female,1,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4,2025.1,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
9793-WECQC,Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.3,2192.9,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
5382-SOYZL,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,2162.6,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
6242-MBHPK,Female,1,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,2326.05,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
2823-LKABH,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.05,1679.4,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
4391-LNRXK,Male,0,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.95,2142.8,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
3452-GWUIN,Female,1,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.95,1760.25,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
7225-CBZPL,Male,1,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.8,1563.9,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
3096-GKWEB,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,1691.9,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
0848-ZGQIJ,Female,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.65,1461.15,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
6583-KQJLK,Female,1,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.65,1285.05,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
9058-MJLZC,Female,0,No,No,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,2283.15,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
